"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV","Class1Volume","Class2Volume","Class3Volume","Class4Volume","Class5Volume","Class6Volume","Class7Volume","Class8Volume","Class9Volume","Class10Volume"
2020-01-01 00:00:00,="000000001425",1,"Eastbound_NS",1,"East",100,16,"Holiday",24711,20,0,98,0,2,0,0,0,0,0,0
2020-01-01 00:00:00,="000000001425",2,"Eastbound_OS",1,"East",9,16,"Holiday",29784,0,0,9,0,0,0,0,0,0,0,0
2020-01-01 00:00:00,="000000001425",3,"Westbound_OS",2,"West",27,16,"Holiday",27829,0,0,27,0,0,0,0,0,0,0,0
2020-01-01 00:00:00,="000000001425",4,"Westbound_NS",2,"West",97,16,"Holiday",24046,0,0,97,0,0,0,0,0,0,0,0
2020-01-01 00:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",24046,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 00:00:00,="000000001425",6,"Westbound_Cycle",2,"West",1,16,"Holiday",4167,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 01:00:00,="000000001425",1,"Eastbound_NS",1,"East",158,16,"Holiday",25557,6,0,156,1,1,0,0,0,0,0,0
2020-01-01 01:00:00,="000000001425",2,"Eastbound_OS",1,"East",18,16,"Holiday",29151,0,0,18,0,0,0,0,0,0,0,0
2020-01-01 01:00:00,="000000001425",3,"Westbound_OS",2,"West",27,16,"Holiday",28961,37,0,26,0,1,0,0,0,0,0,0
2020-01-01 01:00:00,="000000001425",4,"Westbound_NS",2,"West",113,16,"Holiday",23830,18,0,111,0,2,0,0,0,0,0,0
2020-01-01 01:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",23830,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 01:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",23830,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 02:00:00,="000000001425",1,"Eastbound_NS",1,"East",90,16,"Holiday",25670,33,0,87,0,2,1,0,0,0,0,0
2020-01-01 02:00:00,="000000001425",2,"Eastbound_OS",1,"East",9,16,"Holiday",28210,0,0,9,0,0,0,0,0,0,0,0
2020-01-01 02:00:00,="000000001425",3,"Westbound_OS",2,"West",17,16,"Holiday",29248,0,0,17,0,0,0,0,0,0,0,0
2020-01-01 02:00:00,="000000001425",4,"Westbound_NS",2,"West",58,16,"Holiday",24559,17,0,57,0,1,0,0,0,0,0,0
2020-01-01 02:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,16,"Holiday",6389,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 02:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",6389,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 03:00:00,="000000001425",1,"Eastbound_NS",1,"East",62,16,"Holiday",24848,16,0,61,0,1,0,0,0,0,0,0
2020-01-01 03:00:00,="000000001425",2,"Eastbound_OS",1,"East",4,16,"Holiday",27847,0,0,4,0,0,0,0,0,0,0,0
2020-01-01 03:00:00,="000000001425",3,"Westbound_OS",2,"West",11,16,"Holiday",28485,0,0,11,0,0,0,0,0,0,0,0
2020-01-01 03:00:00,="000000001425",4,"Westbound_NS",2,"West",78,16,"Holiday",24979,26,0,75,1,1,1,0,0,0,0,0
2020-01-01 03:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",24979,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 03:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",24979,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 04:00:00,="000000001425",1,"Eastbound_NS",1,"East",55,16,"Holiday",25111,36,0,53,0,1,1,0,0,0,0,0
2020-01-01 04:00:00,="000000001425",2,"Eastbound_OS",1,"East",4,16,"Holiday",30486,0,0,4,0,0,0,0,0,0,0,0
2020-01-01 04:00:00,="000000001425",3,"Westbound_OS",2,"West",12,16,"Holiday",28565,0,0,12,0,0,0,0,0,0,0,0
2020-01-01 04:00:00,="000000001425",4,"Westbound_NS",2,"West",81,16,"Holiday",24390,37,0,78,0,2,1,0,0,0,0,0
2020-01-01 04:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",24390,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 04:00:00,="000000001425",6,"Westbound_Cycle",2,"West",1,16,"Holiday",7500,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 05:00:00,="000000001425",1,"Eastbound_NS",1,"East",66,16,"Holiday",23750,76,0,61,0,0,5,0,0,0,0,0
2020-01-01 05:00:00,="000000001425",2,"Eastbound_OS",1,"East",8,16,"Holiday",23993,0,0,8,0,0,0,0,0,0,0,0
2020-01-01 05:00:00,="000000001425",3,"Westbound_OS",2,"West",8,16,"Holiday",26736,0,0,8,0,0,0,0,0,0,0,0
2020-01-01 05:00:00,="000000001425",4,"Westbound_NS",2,"West",107,16,"Holiday",24317,0,0,107,0,0,0,0,0,0,0,0
2020-01-01 05:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",24317,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 05:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",24317,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 06:00:00,="000000001425",1,"Eastbound_NS",1,"East",87,16,"Holiday",24227,80,0,79,1,1,6,0,0,0,0,0
2020-01-01 06:00:00,="000000001425",2,"Eastbound_OS",1,"East",3,16,"Holiday",28426,0,0,3,0,0,0,0,0,0,0,0
2020-01-01 06:00:00,="000000001425",3,"Westbound_OS",2,"West",22,16,"Holiday",28763,0,1,21,0,0,0,0,0,0,0,0
2020-01-01 06:00:00,="000000001425",4,"Westbound_NS",2,"West",113,16,"Holiday",25000,44,0,108,0,1,4,0,0,0,0,0
2020-01-01 06:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",25000,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 06:00:00,="000000001425",6,"Westbound_Cycle",2,"West",1,16,"Holiday",5000,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 07:00:00,="000000001425",1,"Eastbound_NS",1,"East",141,16,"Holiday",24395,57,0,133,0,1,7,0,0,0,0,0
2020-01-01 07:00:00,="000000001425",2,"Eastbound_OS",1,"East",12,16,"Holiday",28958,0,0,12,0,0,0,0,0,0,0,0
2020-01-01 07:00:00,="000000001425",3,"Westbound_OS",2,"West",25,16,"Holiday",29000,0,0,25,0,0,0,0,0,0,0,0
2020-01-01 07:00:00,="000000001425",4,"Westbound_NS",2,"West",128,16,"Holiday",23930,16,0,126,0,1,1,0,0,0,0,0
2020-01-01 07:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,16,"Holiday",9444,0,0,0,0,0,0,0,0,0,1,0
2020-01-01 07:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",9444,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 08:00:00,="000000001425",1,"Eastbound_NS",1,"East",145,16,"Holiday",24172,28,0,141,0,2,2,0,0,0,0,0
2020-01-01 08:00:00,="000000001425",2,"Eastbound_OS",1,"East",12,16,"Holiday",29931,0,0,12,0,0,0,0,0,0,0,0
2020-01-01 08:00:00,="000000001425",3,"Westbound_OS",2,"West",23,16,"Holiday",29662,0,0,23,0,0,0,0,0,0,0,0
2020-01-01 08:00:00,="000000001425",4,"Westbound_NS",2,"West",159,16,"Holiday",25196,31,0,154,0,1,4,0,0,0,0,0
2020-01-01 08:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,16,"Holiday",8889,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 08:00:00,="000000001425",6,"Westbound_Cycle",2,"West",3,16,"Holiday",7129,0,0,0,0,0,0,0,0,3,0,0
2020-01-01 09:00:00,="000000001425",1,"Eastbound_NS",1,"East",191,16,"Holiday",23794,42,0,181,2,2,6,0,0,0,0,0
2020-01-01 09:00:00,="000000001425",2,"Eastbound_OS",1,"East",27,16,"Holiday",29126,0,0,27,0,0,0,0,0,0,0,0
2020-01-01 09:00:00,="000000001425",3,"Westbound_OS",2,"West",33,16,"Holiday",27424,0,0,33,0,0,0,0,0,0,0,0
2020-01-01 09:00:00,="000000001425",4,"Westbound_NS",2,"West",219,16,"Holiday",24821,32,0,212,0,3,4,0,0,0,0,0
2020-01-01 09:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",6,16,"Holiday",7037,0,0,0,0,0,0,0,0,5,1,0
2020-01-01 09:00:00,="000000001425",6,"Westbound_Cycle",2,"West",3,16,"Holiday",6667,0,0,0,0,0,0,0,0,3,0,0
2020-01-01 10:00:00,="000000001425",1,"Eastbound_NS",1,"East",326,16,"Holiday",23957,9,0,323,0,2,1,0,0,0,0,0
2020-01-01 10:00:00,="000000001425",2,"Eastbound_OS",1,"East",47,16,"Holiday",27660,21,1,45,0,0,1,0,0,0,0,0
2020-01-01 10:00:00,="000000001425",3,"Westbound_OS",2,"West",75,16,"Holiday",27719,0,1,74,0,0,0,0,0,0,0,0
2020-01-01 10:00:00,="000000001425",4,"Westbound_NS",2,"West",357,16,"Holiday",24399,20,0,347,2,1,6,1,0,0,0,0
2020-01-01 10:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",5,16,"Holiday",7222,0,0,0,0,0,0,0,0,5,0,0
2020-01-01 10:00:00,="000000001425",6,"Westbound_Cycle",2,"West",3,16,"Holiday",6203,0,0,0,0,0,0,0,0,3,0,0
2020-01-01 11:00:00,="000000001425",1,"Eastbound_NS",1,"East",461,16,"Holiday",23745,9,2,450,5,2,2,0,0,0,0,0
2020-01-01 11:00:00,="000000001425",2,"Eastbound_OS",1,"East",117,16,"Holiday",27671,9,1,114,1,0,1,0,0,0,0,0
2020-01-01 11:00:00,="000000001425",3,"Westbound_OS",2,"West",121,16,"Holiday",29125,0,1,120,0,0,0,0,0,0,0,0
2020-01-01 11:00:00,="000000001425",4,"Westbound_NS",2,"West",445,16,"Holiday",24821,18,1,434,2,5,3,0,0,0,0,0
2020-01-01 11:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",11,16,"Holiday",7424,0,0,0,0,0,0,0,0,11,0,0
2020-01-01 11:00:00,="000000001425",6,"Westbound_Cycle",2,"West",8,16,"Holiday",6042,0,0,0,0,0,0,0,0,8,0,0
2020-01-01 12:00:00,="000000001425",1,"Eastbound_NS",1,"East",558,16,"Holiday",23655,9,0,551,2,5,0,0,0,0,0,0
2020-01-01 12:00:00,="000000001425",2,"Eastbound_OS",1,"East",167,16,"Holiday",27986,0,0,167,0,0,0,0,0,0,0,0
2020-01-01 12:00:00,="000000001425",3,"Westbound_OS",2,"West",166,16,"Holiday",28620,0,1,164,1,0,0,0,0,0,0,0
2020-01-01 12:00:00,="000000001425",4,"Westbound_NS",2,"West",523,16,"Holiday",24739,13,4,512,0,3,4,0,0,0,0,0
2020-01-01 12:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",5,16,"Holiday",6722,0,0,0,0,0,0,0,0,5,0,0
2020-01-01 12:00:00,="000000001425",6,"Westbound_Cycle",2,"West",10,16,"Holiday",5389,0,0,0,0,0,0,0,0,10,0,0
2020-01-01 13:00:00,="000000001425",1,"Eastbound_NS",1,"East",553,16,"Holiday",24208,14,1,539,5,6,2,0,0,0,0,0
2020-01-01 13:00:00,="000000001425",2,"Eastbound_OS",1,"East",179,16,"Holiday",28279,17,0,176,0,1,2,0,0,0,0,0
2020-01-01 13:00:00,="000000001425",3,"Westbound_OS",2,"West",186,16,"Holiday",28520,0,0,186,0,0,0,0,0,0,0,0
2020-01-01 13:00:00,="000000001425",4,"Westbound_NS",2,"West",505,16,"Holiday",24443,12,1,498,0,6,0,0,0,0,0,0
2020-01-01 13:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",4,16,"Holiday",5000,0,0,0,0,0,0,0,0,4,0,0
2020-01-01 13:00:00,="000000001425",6,"Westbound_Cycle",2,"West",5,16,"Holiday",4333,0,0,0,0,0,0,0,0,5,0,0
2020-01-01 14:00:00,="000000001425",1,"Eastbound_NS",1,"East",585,16,"Holiday",23742,10,1,575,3,3,3,0,0,0,0,0
2020-01-01 14:00:00,="000000001425",2,"Eastbound_OS",1,"East",178,16,"Holiday",27333,28,3,170,0,2,3,0,0,0,0,0
2020-01-01 14:00:00,="000000001425",3,"Westbound_OS",2,"West",182,16,"Holiday",28622,11,1,179,0,1,1,0,0,0,0,0
2020-01-01 14:00:00,="000000001425",4,"Westbound_NS",2,"West",507,16,"Holiday",24063,10,0,501,1,4,1,0,0,0,0,0
2020-01-01 14:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",6,16,"Holiday",5972,0,0,0,0,0,0,0,0,6,0,0
2020-01-01 14:00:00,="000000001425",6,"Westbound_Cycle",2,"West",5,16,"Holiday",5778,0,0,0,0,0,0,0,0,5,0,0
2020-01-01 15:00:00,="000000001425",1,"Eastbound_NS",1,"East",555,16,"Holiday",24187,14,1,543,2,6,2,1,0,0,0,0
2020-01-01 15:00:00,="000000001425",2,"Eastbound_OS",1,"East",189,16,"Holiday",28489,5,2,186,0,0,1,0,0,0,0,0
2020-01-01 15:00:00,="000000001425",3,"Westbound_OS",2,"West",176,16,"Holiday",29326,0,2,174,0,0,0,0,0,0,0,0
2020-01-01 15:00:00,="000000001425",4,"Westbound_NS",2,"West",448,16,"Holiday",24276,9,0,442,1,1,3,1,0,0,0,0
2020-01-01 15:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",7,16,"Holiday",6389,0,0,0,0,0,0,0,0,7,0,0
2020-01-01 15:00:00,="000000001425",6,"Westbound_Cycle",2,"West",6,16,"Holiday",5463,0,0,0,0,0,0,0,0,6,0,0
2020-01-01 16:00:00,="000000001425",1,"Eastbound_NS",1,"East",494,16,"Holiday",24213,22,5,474,3,5,6,1,0,0,0,0
2020-01-01 16:00:00,="000000001425",2,"Eastbound_OS",1,"East",141,16,"Holiday",28751,0,0,141,0,0,0,0,0,0,0,0
2020-01-01 16:00:00,="000000001425",3,"Westbound_OS",2,"West",170,16,"Holiday",28211,0,0,170,0,0,0,0,0,0,0,0
2020-01-01 16:00:00,="000000001425",4,"Westbound_NS",2,"West",445,16,"Holiday",23939,13,0,439,0,2,4,0,0,0,0,0
2020-01-01 16:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",23939,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 16:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",23939,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 17:00:00,="000000001425",1,"Eastbound_NS",1,"East",447,16,"Holiday",24228,20,1,436,1,3,6,0,0,0,0,0
2020-01-01 17:00:00,="000000001425",2,"Eastbound_OS",1,"East",159,16,"Holiday",27904,13,0,157,0,0,2,0,0,0,0,0
2020-01-01 17:00:00,="000000001425",3,"Westbound_OS",2,"West",116,16,"Holiday",29239,0,0,116,0,0,0,0,0,0,0,0
2020-01-01 17:00:00,="000000001425",4,"Westbound_NS",2,"West",336,16,"Holiday",24336,15,0,331,0,0,5,0,0,0,0,0
2020-01-01 17:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,16,"Holiday",7778,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 17:00:00,="000000001425",6,"Westbound_Cycle",2,"West",1,16,"Holiday",3889,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 18:00:00,="000000001425",1,"Eastbound_NS",1,"East",403,16,"Holiday",24987,10,1,397,1,1,3,0,0,0,0,0
2020-01-01 18:00:00,="000000001425",2,"Eastbound_OS",1,"East",107,16,"Holiday",29263,0,0,107,0,0,0,0,0,0,0,0
2020-01-01 18:00:00,="000000001425",3,"Westbound_OS",2,"West",83,16,"Holiday",28374,0,0,83,0,0,0,0,0,0,0,0
2020-01-01 18:00:00,="000000001425",4,"Westbound_NS",2,"West",252,16,"Holiday",24677,24,0,246,0,3,3,0,0,0,0,0
2020-01-01 18:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",24677,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 18:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",24677,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 19:00:00,="000000001425",1,"Eastbound_NS",1,"East",320,16,"Holiday",24497,9,0,317,0,1,2,0,0,0,0,0
2020-01-01 19:00:00,="000000001425",2,"Eastbound_OS",1,"East",83,16,"Holiday",29682,12,0,82,0,1,0,0,0,0,0,0
2020-01-01 19:00:00,="000000001425",3,"Westbound_OS",2,"West",61,16,"Holiday",28648,16,0,60,0,1,0,0,0,0,0,0
2020-01-01 19:00:00,="000000001425",4,"Westbound_NS",2,"West",243,16,"Holiday",24634,37,0,234,0,2,7,0,0,0,0,0
2020-01-01 19:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",24634,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 19:00:00,="000000001425",6,"Westbound_Cycle",2,"West",1,16,"Holiday",6389,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 20:00:00,="000000001425",1,"Eastbound_NS",1,"East",280,16,"Holiday",24878,14,0,276,0,2,2,0,0,0,0,0
2020-01-01 20:00:00,="000000001425",2,"Eastbound_OS",1,"East",54,16,"Holiday",29218,37,0,51,1,0,2,0,0,0,0,0
2020-01-01 20:00:00,="000000001425",3,"Westbound_OS",2,"West",41,16,"Holiday",28841,0,0,41,0,0,0,0,0,0,0,0
2020-01-01 20:00:00,="000000001425",4,"Westbound_NS",2,"West",178,16,"Holiday",24505,22,0,173,1,1,3,0,0,0,0,0
2020-01-01 20:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,16,"Holiday",5278,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 20:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",5278,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 21:00:00,="000000001425",1,"Eastbound_NS",1,"East",199,16,"Holiday",24503,35,0,192,0,2,5,0,0,0,0,0
2020-01-01 21:00:00,="000000001425",2,"Eastbound_OS",1,"East",27,16,"Holiday",28992,0,0,27,0,0,0,0,0,0,0,0
2020-01-01 21:00:00,="000000001425",3,"Westbound_OS",2,"West",19,16,"Holiday",27091,0,0,19,0,0,0,0,0,0,0,0
2020-01-01 21:00:00,="000000001425",4,"Westbound_NS",2,"West",140,16,"Holiday",24058,7,0,139,0,0,1,0,0,0,0,0
2020-01-01 21:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",2,16,"Holiday",3750,0,0,0,0,0,0,0,0,2,0,0
2020-01-01 21:00:00,="000000001425",6,"Westbound_Cycle",2,"West",1,16,"Holiday",4167,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 22:00:00,="000000001425",1,"Eastbound_NS",1,"East",166,16,"Holiday",24814,18,1,160,1,2,1,1,0,0,0,0
2020-01-01 22:00:00,="000000001425",2,"Eastbound_OS",1,"East",14,16,"Holiday",29524,0,0,14,0,0,0,0,0,0,0,0
2020-01-01 22:00:00,="000000001425",3,"Westbound_OS",2,"West",35,16,"Holiday",27532,0,1,34,0,0,0,0,0,0,0,0
2020-01-01 22:00:00,="000000001425",4,"Westbound_NS",2,"West",137,16,"Holiday",24323,51,0,130,0,3,4,0,0,0,0,0
2020-01-01 22:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",24323,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 22:00:00,="000000001425",6,"Westbound_Cycle",2,"West",1,16,"Holiday",5833,0,0,0,0,0,0,0,0,1,0,0
2020-01-01 23:00:00,="000000001425",1,"Eastbound_NS",1,"East",94,16,"Holiday",24855,11,0,93,0,1,0,0,0,0,0,0
2020-01-01 23:00:00,="000000001425",2,"Eastbound_OS",1,"East",5,16,"Holiday",29611,0,0,5,0,0,0,0,0,0,0,0
2020-01-01 23:00:00,="000000001425",3,"Westbound_OS",2,"West",14,16,"Holiday",27579,0,0,14,0,0,0,0,0,0,0,0
2020-01-01 23:00:00,="000000001425",4,"Westbound_NS",2,"West",58,16,"Holiday",24832,52,0,55,0,0,3,0,0,0,0,0
2020-01-01 23:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,16,"Holiday",24832,0,0,0,0,0,0,0,0,0,0,0
2020-01-01 23:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,16,"Holiday",24832,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:00:00,="000000001425",1,"Eastbound_NS",1,"East",50,0,"",24500,120,0,44,0,2,4,0,0,0,0,0
2020-01-02 00:00:00,="000000001425",2,"Eastbound_OS",1,"East",1,0,"",31111,0,0,1,0,0,0,0,0,0,0,0
2020-01-02 00:00:00,="000000001425",3,"Westbound_OS",2,"West",7,0,"",28532,0,0,7,0,0,0,0,0,0,0,0
2020-01-02 00:00:00,="000000001425",4,"Westbound_NS",2,"West",29,0,"",24981,34,0,28,0,1,0,0,0,0,0,0
2020-01-02 00:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,0,"",24981,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 00:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,0,"",24981,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:00:00,="000000001425",1,"Eastbound_NS",1,"East",34,0,"",25964,59,0,32,0,1,1,0,0,0,0,0
2020-01-02 01:00:00,="000000001425",2,"Eastbound_OS",1,"East",0,0,"",25964,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:00:00,="000000001425",3,"Westbound_OS",2,"West",3,0,"",25555,0,0,3,0,0,0,0,0,0,0,0
2020-01-02 01:00:00,="000000001425",4,"Westbound_NS",2,"West",12,0,"",25903,0,0,12,0,0,0,0,0,0,0,0
2020-01-02 01:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,0,"",25903,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 01:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,0,"",25903,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:00:00,="000000001425",1,"Eastbound_NS",1,"East",15,0,"",24315,67,0,14,0,0,1,0,0,0,0,0
2020-01-02 02:00:00,="000000001425",2,"Eastbound_OS",1,"East",0,0,"",24315,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 02:00:00,="000000001425",3,"Westbound_OS",2,"West",4,0,"",30903,0,0,4,0,0,0,0,0,0,0,0
2020-01-02 02:00:00,="000000001425",4,"Westbound_NS",2,"West",27,0,"",25072,148,0,23,0,2,2,0,0,0,0,0
2020-01-02 02:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,0,"",5000,0,0,0,0,0,0,0,0,1,0,0
2020-01-02 02:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,0,"",5000,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 03:00:00,="000000001425",1,"Eastbound_NS",1,"East",25,0,"",24000,120,0,21,1,0,3,0,0,0,0,0
2020-01-02 03:00:00,="000000001425",2,"Eastbound_OS",1,"East",2,0,"",32639,0,0,2,0,0,0,0,0,0,0,0
2020-01-02 03:00:00,="000000001425",3,"Westbound_OS",2,"West",5,0,"",28111,0,0,5,0,0,0,0,0,0,0,0
2020-01-02 03:00:00,="000000001425",4,"Westbound_NS",2,"West",70,0,"",24222,86,0,63,1,2,4,0,0,0,0,0
2020-01-02 03:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,0,"",5833,0,0,0,0,0,0,0,0,1,0,0
2020-01-02 03:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,0,"",5833,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:00:00,="000000001425",1,"Eastbound_NS",1,"East",72,0,"",24078,97,0,65,0,6,1,0,0,0,0,0
2020-01-02 04:00:00,="000000001425",2,"Eastbound_OS",1,"East",8,0,"",30798,125,0,7,0,1,0,0,0,0,0,0
2020-01-02 04:00:00,="000000001425",3,"Westbound_OS",2,"West",10,0,"",27528,0,0,10,0,0,0,0,0,0,0,0
2020-01-02 04:00:00,="000000001425",4,"Westbound_NS",2,"West",112,0,"",25084,80,2,100,1,7,2,0,0,0,0,0
2020-01-02 04:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",0,0,"",25084,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 04:00:00,="000000001425",6,"Westbound_Cycle",2,"West",1,0,"",7500,0,0,0,0,0,0,0,0,1,0,0
2020-01-02 05:00:00,="000000001425",1,"Eastbound_NS",1,"East",141,0,"",25014,135,2,119,1,9,10,0,0,0,0,0
2020-01-02 05:00:00,="000000001425",2,"Eastbound_OS",1,"East",5,0,"",27000,200,0,4,0,1,0,0,0,0,0,0
2020-01-02 05:00:00,="000000001425",3,"Westbound_OS",2,"West",35,0,"",29699,29,1,33,0,1,0,0,0,0,0,0
2020-01-02 05:00:00,="000000001425",4,"Westbound_NS",2,"West",209,0,"",25213,43,1,198,0,1,8,1,0,0,0,0
2020-01-02 05:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,0,"",6389,0,0,0,0,0,0,0,0,1,0,0
2020-01-02 05:00:00,="000000001425",6,"Westbound_Cycle",2,"West",0,0,"",6389,0,0,0,0,0,0,0,0,0,0,0
2020-01-02 06:00:00,="000000001425",1,"Eastbound_NS",1,"East",268,0,"",24505,86,0,243,0,13,10,2,0,0,0,0
2020-01-02 06:00:00,="000000001425",2,"Eastbound_OS",1,"East",61,0,"",29308,82,0,56,0,3,2,0,0,0,0,0
2020-01-02 06:00:00,="000000001425",3,"Westbound_OS",2,"West",179,0,"",28073,11,0,177,0,1,1,0,0,0,0,0
2020-01-02 06:00:00,="000000001425",4,"Westbound_NS",2,"West",415,0,"",24336,87,2,374,1,14,22,2,0,0,0,0
2020-01-02 06:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",1,0,"",6667,0,0,0,0,0,0,0,0,1,0,0
2020-01-02 06:00:00,="000000001425",6,"Westbound_Cycle",2,"West",5,0,"",5667,0,0,0,0,0,0,0,0,5,0,0
2020-01-02 07:00:00,="000000001425",1,"Eastbound_NS",1,"East",537,0,"",23652,89,0,487,1,36,12,1,0,0,0,0
2020-01-02 07:00:00,="000000001425",2,"Eastbound_OS",1,"East",160,0,"",29684,62,0,150,0,7,3,0,0,0,0,0
2020-01-02 07:00:00,="000000001425",3,"Westbound_OS",2,"West",465,0,"",26836,17,2,455,0,5,3,0,0,0,0,0
2020-01-02 07:00:00,="000000001425",4,"Westbound_NS",2,"West",656,0,"",24108,55,1,619,0,19,17,0,0,0,0,0
2020-01-02 07:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",3,0,"",8333,0,0,0,0,0,0,0,0,2,1,0
2020-01-02 07:00:00,="000000001425",6,"Westbound_Cycle",2,"West",6,0,"",5834,0,0,0,0,0,0,0,0,6,0,0
2020-01-02 08:00:00,="000000001425",1,"Eastbound_NS",1,"East",573,0,"",23654,82,0,522,3,35,12,1,0,0,0,0
2020-01-02 08:00:00,="000000001425",2,"Eastbound_OS",1,"East",188,0,"",28593,90,0,171,0,16,1,0,0,0,0,0
2020-01-02 08:00:00,="000000001425",3,"Westbound_OS",2,"West",480,0,"",27628,8,1,475,0,3,1,0,0,0,0,0
2020-01-02 08:00:00,="000000001425",4,"Westbound_NS",2,"West",661,0,"",24201,62,1,614,4,23,18,1,0,0,0,0
2020-01-02 08:00:00,="000000001425",5,"Eastbound_Cycle",1,"East",5,0,"",6445,0,0,0,0,0,0,0,0,5,0,0
